       name  redshift_lo  redshift_med  redshift_up  texplosion_lo  texplosion_med  texplosion_up  fnickel_lo  fnickel_med  fnickel_up  Pspin_lo  Pspin_med  Pspin_up  log(Bfield)_lo  log(Bfield)_med  log(Bfield)_up   Mns_lo  Mns_med   Mns_up  thetaPB_lo  thetaPB_med  thetaPB_up  mejecta_lo  mejecta_med  mejecta_up  kappa_lo  kappa_med  kappa_up  kappagamma_lo  kappagamma_med  kappagamma_up  vejecta_lo  vejecta_med  vejecta_up  temperature_lo  temperature_med  temperature_up  alpha_lo  alpha_med  alpha_up  cutoff_wavelength_lo  cutoff_wavelength_med  cutoff_wavelength_up  log(nhhost)_lo  log(nhhost)_med  log(nhhost)_up   A_V_lo  A_V_med   A_V_up   MJD0_lo     MJD0_med   MJD0_up  log(kenergy)_lo  log(kenergy)_med  log(kenergy)_up  mnickel_lo  mnickel_med  mnickel_up  log(TSD)_lo  log(TSD)_med  log(TSD)_up  log(L0)_lo  log(L0)_med  log(L0)_up  Peak_mag_lo  Peak_mag_med  Peak_mag_up  Peak_MJD_lo  Peak_MJD_med  Peak_MJD_up  log(E_rad)_lo  log(E_rad)_med  log(E_rad)_up  log(Peak_lum)_lo  log(Peak_lum)_med  log(Peak_lum)_up  Rise_Time_lo  Rise_Time_med  Rise_Time_up  E_fold_lo  E_fold_med  E_fold_up  tau_1_lo  tau_1_med  tau_1_up  delta_m15_lo  delta_m15_med  delta_m15_up  r_peak_lo  r_peak_med  r_peak_up  frac_lo  frac_med  frac_up  1frac_lo  1frac_med  1frac_up  efficiency_lo  efficiency_med  efficiency_up 
     2013dg          0.0         0.265          0.0        2.94412       -11.86007        2.32948      0.0229      0.02584     0.14529   0.64468    3.22435   0.82599         0.10362           14.331         0.15244  0.18368  1.73666  0.21349     0.35128      1.04078     0.37974     1.24863      3.78044     1.72708   0.02747    0.08286   0.03197        0.00611         0.01795        0.01516   512.43544   6981.05439   520.77484       437.60739       5064.99721       365.70024   0.21758    0.74034   0.45935              377.9413             4375.19636             282.58061          1.2968          17.8647         1.45375  0.00038   0.0004  0.01116   2.94412  56413.33993   2.32948          0.17759          51.03196          0.21297      0.0982      0.10884      0.4868      0.35104       5.53074      0.31788     0.45785     45.97541     0.52186       0.0313      19.09358      0.03185          0.0   56446.92287      2.27713        0.10644        50.99532        0.07547           0.13059           44.50656             0.091           0.0       15.19476       2.17068      1.616    23.87748    2.17068       1.0       35.0       1.5       0.03007           0.38        0.0249    0.03706    -21.0764    0.05264  0.02345   0.99438  0.00492   0.00492    0.00562   0.02345        0.35045         0.88286        0.47492 
     2013hy          0.0         0.663          0.0        2.09588        -19.0373        1.91302     0.10491      0.38056     0.08217   2.83499   12.70934   2.90207          0.3132         14.58867         0.24561  0.27235  1.60318   0.2358     0.44308      1.02505     0.40466     0.85279      4.00216     1.15748   0.01904    0.07917   0.03666         0.2203         0.35896        0.11384   550.39825   6033.05386   499.40455       398.02342       7998.51383       350.10722   0.89565    2.53688   0.86625              183.0085             3324.88087             223.86978         1.46341         18.26212         1.12202  0.00098  0.00102  0.01246   2.09588   56515.2427   1.91302          0.13273          50.94197          0.11282     0.59366      1.53296     0.33909      0.50843       6.28389      0.39163     0.32654     43.94972     0.58112      0.03242      22.51635      0.03492      2.43699   56563.10791          0.0        0.02084        50.48254          0.018            0.0199           43.58815           0.01725       1.77614         27.843       1.48713    4.45978    61.54768    4.39626       7.0       73.0   9.17685       0.01554        0.22788       0.01478    0.04648   -19.90532    0.03526  0.11035   0.39322  0.21538   0.21538    0.60678   0.11035        0.08174         0.34895        0.13319 
     2014bl          0.0        0.0377          0.0         0.6448        -5.94242        0.88583     0.00504      0.00686     0.01626   4.13513    19.5142   3.35813         0.10213         15.03836         0.09025  0.16589  1.67922  0.19891     0.33192      1.09421     0.33388     1.54976      3.74986      2.1189   0.01246    0.02872   0.02913        0.05044         0.06759        0.18717   1906.1961    6666.4632  1675.37292      2441.92566        6389.9921      2404.10543   1.71595    3.09095    1.3772            1382.00132              4672.3764            1007.79942         1.15287         18.23215         1.89705  0.00088  0.00095  0.07389   0.64481  56797.49752   0.88582          0.35651           51.0195          0.24067      0.0194      0.02616     0.06691      0.30014       5.68861      0.33688     0.36265     44.17702     0.48715      0.31795      16.96809      0.23417          0.0   56812.63455      2.02735        0.04671        49.63974        0.08181           0.05406           43.20392           0.14494       2.13346       12.80075           0.0    1.35697    18.42464    0.77648       1.0       18.5       2.0       0.07023        1.00909       0.07396    0.39187   -19.15111    0.24766  0.11249   0.94763  0.04227   0.04227    0.05237   0.11249        0.01883         0.04201        0.06067 
     2015bn          0.0        0.1136          0.0          3.094       -39.55844        2.44807     0.00436      0.00606     0.04736   0.16407    2.23329   0.15858         0.11616         13.53783          0.2465  0.15188  1.64662   0.1817     0.40339      0.88643     0.49726     0.79755      9.30357     0.92955   0.02604     0.2036   0.02244        0.00033          0.0104        0.00084   191.45508     5328.648   197.69716       120.22231       8228.15124       136.98046   0.36727    1.99984   0.43239             126.00862             2743.23712             210.39379         1.11721         18.00261         1.41786  0.00052  0.00056  0.01408     3.094  57002.47156   2.44807          0.02304          51.19963          0.03234     0.04024      0.05594     0.44736      0.52475       6.82103      0.20102     0.19985     44.96948      0.5242      0.01209      16.64375      0.01231        0.777     57098.987        0.263        0.01128        51.40289        0.01146           0.00776            44.4031           0.00994       1.86855       69.54695       2.12325    1.65869    73.21147    1.58748       1.5       75.5       1.5       0.00419        0.06618       0.00317    0.01894   -21.70426    0.01734  0.01332   0.99822  0.00131   0.00131    0.00178   0.01332        0.11794         1.59166        0.12922 
     2016aj          0.0         0.485          0.0       14.23441       -41.49384       11.11907      0.0776        0.132     0.11686   0.79245    1.59237   1.92606         0.15554         14.17724          0.2138  0.15401   1.7139   0.1528      0.3107      1.08035     0.24582     6.26337     11.84288    11.08427   0.04606    0.10458   0.05469        0.02984         0.05746        0.05989  1882.27366  10221.26415  1863.31863      1332.25835       7534.90032      1254.15279   0.86753    1.69976   1.05425            1122.18571              4203.5692            1095.24511         1.24726          18.2083         0.87371  0.00085   0.0009  0.00585  14.23441  57357.13146  11.11907          0.33549          51.80771          0.48074     1.11959      1.55629     2.22502      0.83509       5.17796      0.99907     1.76472     46.98972     1.35324      0.07912      19.68416       0.0547       3.8322   57402.47091      4.86199        0.10528        51.25128        0.09574           0.05142           44.52523           0.05207       3.12709       23.45322       4.69065    8.37612     42.2158    8.64325   7.67685       46.0   7.17685       0.04607        0.20276       0.09069    0.25043    -21.8661    0.44045  0.03897   0.98232  0.01257   0.01257    0.01769   0.03897        0.20456         0.28575        0.35255 
    2016ard          0.0        0.2025          0.0        2.54338       -11.53404        2.83355     0.15387      0.26197      0.1602   1.63742    4.29866   0.72745         0.20864         14.21545         0.27307  0.19134  1.70806  0.19322      0.4972      0.94786     0.41407     2.71832      6.21564      2.3301   0.02915    0.09294   0.07128        0.00479         0.01722        0.01905   702.59736   8376.80726   669.15417       182.47978       4838.24392       312.55761   0.15598    2.30824   0.20226              175.6621             4197.34831             106.83139         2.09635          19.4863         1.16423  0.01689  0.01703  0.23143   2.54338  57417.05596   2.83355           0.2664          51.41281          0.15446     1.06403      1.56114     1.18772      1.07807       6.05204      0.48597     0.56495     45.19516     1.42285      0.04935      18.21217      0.04286      1.88289   57455.42289      1.00711        0.02273        50.92299        0.11768            0.0327           44.23028           0.13172       2.71685       25.36453       2.30587    1.92099    38.09563    2.71737       1.0       42.5       2.0        0.0427        0.26445       0.02056    0.21402   -21.51724    0.05541  0.12838   0.89949  0.07389   0.07389    0.10051   0.12838        0.11869         0.34877        0.32153 
    2016eay          0.0        0.1013          0.0        0.91509       -16.72117        1.10983     0.11739      0.13013     0.21988   0.30568    3.21084   0.29407         0.08775          14.0254         0.19864  0.18881  1.69868  0.17429      0.4341        1.117     0.31284     3.01202       7.7511     4.05198    0.0182    0.05886   0.04372        0.00827         0.02465        0.02514   436.08618   7764.62866   319.43698       199.03611       6028.17538       213.46029   0.07137    0.69315   0.11102             109.46637             4612.95162             108.92953         1.02594         17.77393          0.8671   0.0003  0.00033   0.0021   0.91509  57508.07737   1.10982          0.21052          51.43395          0.17658     0.81135      0.90192     2.01179       0.3634       6.15777      0.17041     0.14581     45.31606     0.36147      0.01064      16.63584      0.01142        0.012     57550.597      0.82195        0.00529        51.21546        0.00629           0.00687            44.5403           0.00674       0.07406       24.04295       0.91709    0.90801    35.37637    1.15419       1.5       57.0       1.0       0.00659        0.21672        0.0086    0.01396   -21.57218    0.01323  0.09374   0.95069  0.04417   0.04417    0.04931   0.09374         0.2088         0.60788        0.38109 
    2016els          0.0         0.217          0.0        5.41597       -24.89432        5.22413     0.04327      0.06237     0.14792   0.55793    1.38044   2.44651         0.23894         14.61917         0.21537  0.15836  1.70857  0.16188     0.33344      0.76574      0.3483     4.06089      8.13233     6.87377   0.04989    0.12721   0.05516         0.0282         0.04553        0.08409  2316.01697  13288.31715  2332.51239      1280.53075       5291.16511      2277.19151   0.47744     0.9066   0.67892             948.95397             3782.25264            1480.10142         0.98723         17.98278         1.49514  0.00047  0.00053  0.01617   5.41597  57573.43519   5.22413          0.38445           51.9159          0.37977     0.36395      0.54043     1.15603      0.80165       4.29737      1.08809      1.9199     47.81863     1.27695      0.04071      18.47245      0.03382      2.27537   57605.73769      2.27537        0.08159        50.91365        0.07256           0.02732           44.34932           0.04056           0.0        13.0876       5.60897    5.40305    29.91452    3.73931       3.5       29.0       3.0       0.07092        0.39902       0.10244    0.11966   -21.35726    0.41175  0.02081   0.99608  0.00317   0.00317    0.00392   0.02081        0.05896         0.09916        0.15124 
    2016inl          0.0        0.3057          0.0       24.01416       -59.33092       15.54583     0.01686      0.02031     0.02475   0.32137     1.1612   0.41819         0.17249         14.15742         0.16995  0.17523  1.71264    0.178     0.39399      0.97473     0.32762     13.5279     31.75506    38.40038    0.0665    0.12498   0.10256        0.04368         0.07392        0.13292  1235.57753   6124.44192  1236.78782       445.12962       9031.14778       516.27173   1.49571    1.88754   2.01989             823.50582             3233.21009             703.85264         1.37914         18.05073         1.57834  0.00059  0.00062  0.02313  24.01416  57627.19608  15.54583          0.32781          51.85827          0.36853     0.54256      0.66651     1.21407      0.38328       4.94918      0.56229     0.82833     47.40336     0.62391      0.10439      19.29543        0.075      8.97602   57708.98714      7.62715        0.08048        51.26548        0.10989           0.08634           44.25964           0.09375       6.16412        41.2127       8.43946    8.76215    84.70074    9.68106       8.0       69.5   18.2074       0.01326        0.05812       0.01154    0.15987   -21.28497    0.52222  0.00487   0.99556   0.0036    0.0036    0.00444   0.00487        0.13237         0.23903        0.35242 
     2016wi          0.0         0.224          0.0        6.60732       -24.87206        7.70358     0.00493      0.00681     0.01418   0.70872    1.67078   1.01554         0.12912         14.49894         0.11836  0.17049  1.70372   0.1788     0.33338      1.18568     0.28184     5.84459     15.32644     15.9579   0.06234    0.12326   0.10588         0.0376         0.05146        0.16339   589.79421   5050.19713   759.01712       314.91537       5388.86086       344.23909   0.57729    1.50616   1.42791             388.01639             4469.85602             406.80876         1.48771         18.18376         1.34157  0.00082  0.00085  0.01777   6.60732  57332.45394   7.70358          0.24837           51.3812          0.28772     0.09569      0.12715     0.22567      0.50627       4.61433      0.60464      0.9847     47.39466     1.05498      0.03404      19.54973      0.03539      2.39954   57385.22463      1.52537         0.0702        50.66245        0.04738           0.07114           43.78978           0.05209       2.66771       27.44571       5.88122    2.93553    64.00245    2.88735       2.0       56.0       2.5       0.00668        0.10656       0.00921    0.09911   -20.36573    0.36529   0.0042   0.99862  0.00113   0.00113    0.00138    0.0042         0.0966         0.19087        0.16714 
    2017beq          0.0          0.31          0.0       25.77367      -152.68378        41.4103     0.10737      0.46764     0.02564   0.96424    2.05215   2.04708         1.19649          13.8917         0.66842  0.32529   1.7036  0.30655     0.36671      0.74927     0.56433    26.21152     54.86114    23.82646   0.07341    0.13484   0.12218         0.2698         0.32927        0.14119  1061.52783   3084.95274  1249.12267      3131.70995       7250.39481      1851.42716   1.35753    2.28837    1.7463             889.53323             3834.69639             980.20772          1.3937         18.26201         1.48191  0.00098  0.00102  0.02979  25.77367  57649.62252   41.4103          0.37188          51.41326          0.38825    11.72281     23.43617    11.72162      1.39967        6.2775      1.89076     1.49514     45.29112     1.80727      0.26605      19.58282      0.14383     69.78426   57866.43063     64.62784        0.18919        51.44587        0.22596           0.10447           44.06064           0.14107      54.94278      156.36442      61.04065   54.10661   192.31987  116.67711   38.7074      174.0   105.537        0.0058         0.0113       0.01252    0.37708   -21.23689     0.1998  0.33082   0.57343   0.2825    0.2825    0.42657   0.33082        0.64906         1.02441        2.13699 
    2017dwh          0.0          0.13          0.0        1.19953        -5.48252        0.97878      0.0171      0.02012     0.11878   0.56996    7.75592   0.76657         0.15789         14.37618         0.17355  0.16395  1.71222  0.14266     0.44004      0.93962     0.48683      1.1303      2.74043     1.28857   0.02833    0.07606   0.04492        0.01776         0.03501        0.03783  1401.26255   8974.14842  1326.01052       423.16592       4573.11974       235.87962   0.37337    1.87973   0.30709             340.17827              5541.8563             198.70084         1.67852          18.6642         1.21815  0.00251  0.00256  0.03988   1.19953  57860.01748   0.97878          0.21968          51.09317          0.21706     0.04395      0.05016     0.30925      0.38558       6.24331      0.29559     0.28522     44.46466     0.37252      0.07522      17.82301      0.06593      0.43603   57884.90602      0.43602        0.02519        50.49466        0.03818           0.04785           43.93572           0.07154       2.40857       19.26857       1.63685    2.35494    28.84923    1.77876       1.5       31.5       1.5       0.05504        0.51701       0.05375    0.08685   -21.01204    0.06461   0.1041   0.98342  0.01449   0.01449    0.01658    0.1041        0.09942         0.25517         0.1932 
    2017egm          0.0       0.03072          0.0        2.07231        -9.10736        1.63757     0.00597      0.00767     0.02895   0.27499    1.13684   0.29025         0.10045          14.2882         0.13722  0.17941   1.7298  0.15329     0.38226      1.06092     0.31016     4.52808     18.48473     7.61343   0.05989    0.21647   0.07491         0.0083         0.02201         0.0195   926.91052   9117.65546   1388.3162        35.78021       3054.44782        81.13928   0.45051    1.94726   0.67555             296.32809              2664.3114              205.2713         1.59773         18.28189         1.67878  0.00103  0.00106  0.04968   2.07231  57902.95264   1.63757          0.20835          51.98301          0.23487     0.10827       0.1437     0.58646      0.43014       4.73356      0.29141       0.516      47.6781     0.57712      0.10173      14.40152      0.07499      2.82174   57962.29862          0.0        0.02126        51.05755        0.02772           0.01861           44.17756           0.02728       2.73764         30.114       2.73764    2.73763    65.70327    2.73764       2.0       53.0       1.5       0.00922         0.0983       0.00849    0.15906   -21.25695    0.13864  0.00281   0.99917  0.00062   0.00062    0.00083   0.00281        0.04966         0.11927        0.07505 
